timestamp,message
"2015-10-19 14:21:35,669",INFO [main] org.apache.hadoop.metrics2.impl.MetricsSystemImpl: MRAppMaster metrics system started
"2015-10-19 14:21:35,684",INFO [main] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Adding job token for job_1445182159119_0001 to jobTokenSecretManager
"2015-10-19 14:21:36,200",INFO [main] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Not uberizing job_1445182159119_0001 because: not enabled; too many maps; too much input;
"2015-10-19 14:21:36,231",INFO [main] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Input size for job job_1445182159119_0001 = 1313861632. Number of splits = 10
"2015-10-19 14:21:36,231",INFO [main] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: Number of reduces for job job_1445182159119_0001 = 1
"2015-10-19 14:21:36,231",INFO [main] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: job_1445182159119_0001Job Transitioned from NEW to INITED
"2015-10-19 14:21:36,231","INFO [main] org.apache.hadoop.mapreduce.v2.app.MRAppMaster: MRAppMaster launching normal, non-uberized, multi-container job job_1445182159119_0001."
"2015-10-19 14:21:36,278",INFO [main] org.apache.hadoop.ipc.CallQueueManager: Using callQueue class java.util.concurrent.LinkedBlockingQueue
"2015-10-19 14:21:36,294",INFO [Socket Reader #1 for port 61543] org.apache.hadoop.ipc.Server: Starting Socket Reader #1 for port 61543
"2015-10-19 14:21:36,340",INFO [main] org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl: Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server
"2015-10-19 14:21:36,340",INFO [main] org.apache.hadoop.mapreduce.v2.app.client.MRClientService: Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:61543
"2015-10-19 14:21:36,340",INFO [IPC Server Responder] org.apache.hadoop.ipc.Server: IPC Server Responder: starting
"2015-10-19 14:21:36,340",INFO [IPC Server listener on 61543] org.apache.hadoop.ipc.Server: IPC Server listener on 61543: starting
"2015-10-19 14:21:36,434",INFO [main] org.mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
"2015-10-19 14:21:36,450",INFO [main] org.apache.hadoop.http.HttpRequestLog: Http request log for http.requests.mapreduce is not defined
"2015-10-19 14:21:36,465",INFO [main] org.apache.hadoop.http.HttpServer2: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter)
"2015-10-19 14:21:36,465",INFO [main] org.apache.hadoop.http.HttpServer2: Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce
"2015-10-19 14:21:36,465",INFO [main] org.apache.hadoop.http.HttpServer2: Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static
"2015-10-19 14:21:36,481",INFO [main] org.apache.hadoop.http.HttpServer2: adding path spec: /mapreduce/*
"2015-10-19 14:21:36,481",INFO [main] org.apache.hadoop.http.HttpServer2: adding path spec: /ws/*
"2015-10-19 14:21:36,497",INFO [main] org.apache.hadoop.http.HttpServer2: Jetty bound to port 61550
"2015-10-19 14:21:36,497",INFO [main] org.mortbay.log: jetty-6.1.26
"2015-10-19 14:21:36,559",INFO [main] org.mortbay.log: Extract jar:file:/D:/hadoop-2.6.0-localbox/share/hadoop/yarn/hadoop-yarn-common-2.6.0-SNAPSHOT.jar!/webapps/mapreduce to C:\Users\msrabi\AppData\Local\Temp\Jetty_0_0_0_0_61550_mapreduce____.mrek2k\webapp
"2015-10-19 14:21:36,825",INFO [main] org.mortbay.log: Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:61550
"2015-10-19 14:21:36,840",INFO [main] org.apache.hadoop.yarn.webapp.WebApps: Web app /mapreduce started at 61550
"2015-10-19 14:21:37,262",INFO [main] org.apache.hadoop.yarn.webapp.WebApps: Registered webapp guice modules
"2015-10-19 14:21:37,278",INFO [main] org.apache.hadoop.ipc.CallQueueManager: Using callQueue class java.util.concurrent.LinkedBlockingQueue
"2015-10-19 14:21:37,278",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator: JOB_CREATE job_1445182159119_0001
"2015-10-19 14:21:37,278",INFO [Socket Reader #1 for port 61553] org.apache.hadoop.ipc.Server: Starting Socket Reader #1 for port 61553
"2015-10-19 14:21:37,622",INFO [IPC Server Responder] org.apache.hadoop.ipc.Server: IPC Server Responder: starting
"2015-10-19 14:21:37,637",INFO [IPC Server listener on 61553] org.apache.hadoop.ipc.Server: IPC Server listener on 61553: starting
"2015-10-19 14:21:37,669",INFO [main] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: nodeBlacklistingEnabled:true
"2015-10-19 14:21:37,669",INFO [main] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: maxTaskFailuresPerNode is 3
"2015-10-19 14:21:37,669",INFO [main] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: blacklistDisablePercent is 33
"2015-10-19 14:21:37,731",INFO [main] org.apache.hadoop.yarn.client.RMProxy: Connecting to ResourceManager at msra-sa-41/10.190.173.170:8030
"2015-10-19 14:21:37,841","INFO [main] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: maxContainerCapability: <memory:8192, vCores:32>"
"2015-10-19 14:21:37,841",INFO [main] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: queue: default
"2015-10-19 14:21:37,841",INFO [main] org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl: Upper limit on the thread pool size is 500
"2015-10-19 14:21:37,856",INFO [main] org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy: yarn.client.max-cached-nodemanagers-proxies : 0
"2015-10-19 14:21:37,872",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: job_1445182159119_0001Job Transitioned from INITED to SETUP
"2015-10-19 14:21:37,872",INFO [CommitterEvent Processor #0] org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler: Processing the event EventType: JOB_SETUP
"2015-10-19 14:21:37,887",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl: job_1445182159119_0001Job Transitioned from SETUP to RUNNING
"2015-10-19 14:21:37,919",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,919",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000000 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000001 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000002 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000003 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000004 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000005 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000006 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000007 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000008 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_m_000009 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl: task_1445182159119_0001_r_000000 Task Transitioned from NEW to SCHEDULED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED
"2015-10-19 14:21:37,934","INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: mapResourceRequest:<memory:1024, vCores:1>"
"2015-10-19 14:21:37,950","INFO [Thread-50] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: reduceResourceRequest:<memory:1024, vCores:1>"
"2015-10-19 14:21:37,981","INFO [eventHandlingThread] org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler: Event Writer setup for JobId: job_1445182159119_0001, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445182159119_0001/job_1445182159119_0001_1.jhist"
"2015-10-19 14:21:38,856",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0
"2015-10-19 14:21:38,903","INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor: getResources() for application_1445182159119_0001: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:24576, vCores:-3> knownNMs=4"
"2015-10-19 14:21:38,919","INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:24576, vCores:-3>"
"2015-10-19 14:21:38,919",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1
"2015-10-19 14:21:39,981",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Got allocated containers 10
"2015-10-19 14:21:39,981",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000002 to attempt_1445182159119_0001_m_000000_0
"2015-10-19 14:21:39,981",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000003 to attempt_1445182159119_0001_m_000001_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000004 to attempt_1445182159119_0001_m_000002_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000005 to attempt_1445182159119_0001_m_000003_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000006 to attempt_1445182159119_0001_m_000004_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000007 to attempt_1445182159119_0001_m_000005_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000008 to attempt_1445182159119_0001_m_000006_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000009 to attempt_1445182159119_0001_m_000007_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000010 to attempt_1445182159119_0001_m_000008_0
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Assigned container container_1445182159119_0001_01_000011 to attempt_1445182159119_0001_m_000009_0
"2015-10-19 14:21:39,997","INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Recalculating schedule, headroom=<memory:12288, vCores:-15>"
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: Reduce slow start threshold not met. completedMapsForReduceSlowstart 1
"2015-10-19 14:21:39,997",INFO [RMCommunicator Allocator] org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator: After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:10 ContRel:0 HostLocal:10 RackLocal:0
"2015-10-19 14:21:40,075",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,091",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445182159119_0001/job.jar
"2015-10-19 14:21:40,106",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445182159119_0001/job.xml
"2015-10-19 14:21:40,106",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Adding #0 tokens and #1 secret keys for NM use for launching container
"2015-10-19 14:21:40,106",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Size of containertokens_dob is 1
"2015-10-19 14:21:40,106",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: Putting shuffle token in serviceData
"2015-10-19 14:21:40,169",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000002_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,184",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000003_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000004_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000005_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl: attempt_1445182159119_0001_m_000006_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED
"2015-10-19 14:21:40,200",INFO [AsyncDispatcher event handler] org.apache.hadoop.yarn.util.RackResolver: Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack
